,Nome,Sobrenome,Sexo,CPF,Idade,ID_Produto,Produto,Quantidade,Valor_Unitario,Total_Compra,Imposto_Produto,Cidade,Estado,Pais,Data,Forma_Pagamento
539,Antony,Duarte,Masculino,136.789.205-86,38,05,Monitor,2,950.0,1900.0,190.0,Sousa Paulista,RO,Brasil,2024-12-12,Credito
540,Ravy,Duarte,Masculino,953.428.716-46,53,07,Mouse,2,80.0,160.0,16.0,Pastor,SE,Brasil,2024-07-01,Especie
541,Bruna,Pires,Feminino,976.132.480-03,27,01,Notebook,1,3500.0,3500.0,350.0,Correia,MA,Brasil,2024-04-26,Credito
542,Caio,Pereira,Masculino,314.782.690-22,50,04,Impressora,3,800.0,2400.0,240.0,Santos do Oeste,PB,Brasil,2024-10-30,PIX
543,Ryan,Farias,Masculino,310.476.928-13,23,05,Monitor,2,950.0,1900.0,190.0,Teixeira da Prata,MS,Brasil,2024-01-13,Especie
544,Nicolas,Silveira,Masculino,786.290.431-13,43,06,Teclado,3,200.0,600.0,60.0,Pastor do Sul,AL,Brasil,2024-08-05,PIX
545,Marcelo,Fogaça,Masculino,162.740.539-99,40,03,Tablet,3,3000.0,9000.0,900.0,Rezende,AL,Brasil,2024-12-10,Credito
546,João Gabriel,Rezende,Masculino,275.493.681-55,44,04,Impressora,1,800.0,800.0,80.0,Fernandes,RJ,Brasil,2024-12-10,PIX
547,Gabrielly,Martins,Feminino,065.843.729-10,54,02,Smartphone,2,2000.0,4000.0,400.0,Carvalho,RN,Brasil,2024-09-04,Debito
548,Rebeca,da Costa,Feminino,609.271.438-87,36,01,Notebook,2,3500.0,7000.0,700.0,da Luz da Prata,TO,Brasil,2024-08-22,Especie
549,Cecilia,da Rosa,Feminino,276.930.548-47,52,02,Smartphone,2,2000.0,4000.0,400.0,Almeida,PA,Brasil,2024-09-06,Especie
550,Davi Lucca,Marques,Masculino,628.971.054-02,43,06,Teclado,2,200.0,400.0,40.0,Albuquerque Paulista,DF,Brasil,2024-03-26,Credito
551,Ayla,da Mota,Feminino,725.819.436-37,31,05,Monitor,2,950.0,1900.0,190.0,Jesus,ES,Brasil,2024-06-08,Credito
552,José Pedro,Pires,Masculino,143.672.508-90,58,05,Monitor,3,950.0,2850.0,285.0,Rocha Alegre,RR,Brasil,2024-07-03,Credito
553,Maria Isis,Ribeiro,Feminino,607.319.584-20,60,09,Cadeira Gamer,2,900.0,1800.0,180.0,da Cunha,RR,Brasil,2024-11-02,Especie
554,Benício,da Conceição,Masculino,827.134.065-44,50,05,Monitor,3,950.0,2850.0,285.0,Rodrigues,AL,Brasil,2024-09-28,Debito
555,Benício,Vargas,Masculino,403.892.765-29,27,09,Cadeira Gamer,3,900.0,2700.0,270.0,Borges do Oeste,MS,Brasil,2024-12-11,PIX
556,Lucca,Cavalcanti,Masculino,257.830.416-53,54,06,Teclado,2,200.0,400.0,40.0,Cassiano,BA,Brasil,2024-07-07,Credito
557,Anna Liz,Almeida,Feminino,853.719.206-68,39,08,HeadSet,3,250.0,750.0,75.0,Andrade,RJ,Brasil,2024-04-26,Especie
558,Yuri,da Mota,Masculino,680.543.197-20,55,01,Notebook,3,3500.0,10500.0,1050.0,Guerra,AP,Brasil,2024-01-20,Debito
559,Pedro Lucas,Câmara,Masculino,147.598.206-20,21,09,Cadeira Gamer,3,900.0,2700.0,270.0,da Rosa do Amparo,PB,Brasil,2024-12-13,PIX
560,Alana,das Neves,Feminino,706.529.138-30,36,08,HeadSet,2,250.0,500.0,50.0,Vasconcelos de da Conceição,PR,Brasil,2024-04-19,PIX
561,Liam,Moreira,Masculino,064.537.291-99,27,03,Tablet,1,3000.0,3000.0,300.0,Pinto,GO,Brasil,2024-10-15,PIX
562,Caleb,Farias,Masculino,093.265.178-02,28,10,Suporte Monitor,2,150.0,300.0,30.0,Porto da Mata,MG,Brasil,2024-04-25,Credito
563,Renan,Sales,Masculino,023.458.679-65,25,08,HeadSet,1,250.0,250.0,25.0,Rezende,MS,Brasil,2024-08-12,Credito
564,Luiz Otávio,Pires,Masculino,259.436.801-60,21,06,Teclado,1,200.0,200.0,20.0,das Neves,RO,Brasil,2024-12-27,Debito
565,Mirella,da Costa,Feminino,960.178.324-50,27,08,HeadSet,3,250.0,750.0,75.0,da Cunha,PA,Brasil,2024-11-18,PIX
566,Enrico,Rodrigues,Masculino,802.471.563-53,34,04,Impressora,1,800.0,800.0,80.0,Correia,SP,Brasil,2024-02-16,Credito
567,Maria Flor,Cassiano,Feminino,160.243.579-07,49,05,Monitor,3,950.0,2850.0,285.0,da Conceição,AC,Brasil,2024-10-26,Debito
568,Luiz Otávio,Sá,Masculino,835.479.201-32,34,04,Impressora,3,800.0,2400.0,240.0,da Paz da Mata,MG,Brasil,2024-10-15,Debito
569,Luiz Otávio,Vasconcelos,Masculino,123.647.985-82,35,06,Teclado,3,200.0,600.0,60.0,Freitas Verde,GO,Brasil,2024-10-15,PIX
570,Vitor,Pires,Masculino,190.678.523-68,33,06,Teclado,3,200.0,600.0,60.0,Peixoto de Goiás,AC,Brasil,2024-07-24,PIX
571,Cecilia,Farias,Feminino,308.914.576-66,33,10,Suporte Monitor,1,150.0,150.0,15.0,da Rosa,DF,Brasil,2024-03-17,Debito
572,Diogo,Rezende,Masculino,876.092.153-68,32,01,Notebook,3,3500.0,10500.0,1050.0,Lima,MG,Brasil,2024-10-20,Credito
573,Stella,Castro,Feminino,640.912.387-69,55,05,Monitor,2,950.0,1900.0,190.0,Cunha de Silveira,PB,Brasil,2024-03-10,PIX
574,Sara,Nascimento,Feminino,106.874.523-17,43,09,Cadeira Gamer,1,900.0,900.0,90.0,Cardoso,PR,Brasil,2024-02-04,PIX
575,Ana Julia,Barbosa,Feminino,428.951.306-98,42,09,Cadeira Gamer,3,900.0,2700.0,270.0,Garcia da Serra,AM,Brasil,2024-06-14,Credito
576,Emanuella,Melo,Feminino,172.954.680-30,20,10,Suporte Monitor,2,150.0,300.0,30.0,Pinto,AM,Brasil,2024-09-25,PIX
577,Francisco,Freitas,Masculino,098.536.427-00,51,10,Suporte Monitor,2,150.0,300.0,30.0,Leão de Câmara,MT,Brasil,2024-05-08,PIX
578,Brayan,Caldeira,Masculino,192.360.748-04,43,10,Suporte Monitor,3,150.0,450.0,45.0,Montenegro,SP,Brasil,2024-02-25,Especie
579,Maria Liz,Siqueira,Feminino,350.186.429-98,60,05,Monitor,1,950.0,950.0,95.0,Silva,MS,Brasil,2024-01-13,Debito
580,Nicolas,Silva,Masculino,530.982.617-30,40,05,Monitor,2,950.0,1900.0,190.0,Leão da Serra,SC,Brasil,2024-11-18,Credito
581,Brenda,Sampaio,Feminino,189.075.346-75,44,06,Teclado,3,200.0,600.0,60.0,Brito da Serra,RS,Brasil,2024-05-13,Especie
582,Allana,da Mata,Feminino,146.503.297-52,60,04,Impressora,1,800.0,800.0,80.0,da Mata da Prata,PR,Brasil,2024-01-06,PIX
583,Rhavi,Albuquerque,Masculino,057.823.149-23,52,03,Tablet,3,3000.0,9000.0,900.0,Andrade,RO,Brasil,2024-01-31,Credito
584,Luiz Miguel,Cunha,Masculino,643.971.820-78,24,01,Notebook,3,3500.0,10500.0,1050.0,Pastor,PE,Brasil,2024-02-14,PIX
585,Maria Luiza,Lima,Feminino,540.862.397-10,46,05,Monitor,2,950.0,1900.0,190.0,Azevedo,DF,Brasil,2024-08-04,Especie
586,João,Silva,Masculino,401.638.572-53,55,06,Teclado,1,200.0,200.0,20.0,Montenegro dos Dourados,MG,Brasil,2024-06-21,Credito
587,Mariana,Rodrigues,Feminino,143.798.256-55,31,10,Suporte Monitor,3,150.0,450.0,45.0,Câmara,GO,Brasil,2024-05-25,Debito
588,Dom,Almeida,Masculino,485.170.932-32,30,10,Suporte Monitor,3,150.0,450.0,45.0,Borges,CE,Brasil,2024-02-11,PIX
589,Cauê,Correia,Masculino,765.940.231-52,32,06,Teclado,3,200.0,600.0,60.0,Guerra,MG,Brasil,2024-09-18,Credito
590,Isabela,Sales,Feminino,340.569.278-47,34,02,Smartphone,2,2000.0,4000.0,400.0,Moura do Sul,PE,Brasil,2024-03-27,Credito
591,Hadassa,da Rocha,Feminino,501.789.236-21,58,08,HeadSet,1,250.0,250.0,25.0,Mendonça do Galho,MT,Brasil,2024-07-03,PIX
592,Alícia,Farias,Feminino,652.937.840-56,20,08,HeadSet,1,250.0,250.0,25.0,Novais,MA,Brasil,2024-05-03,Especie
593,Isabela,Pinto,Feminino,095.372.861-77,37,01,Notebook,2,3500.0,7000.0,700.0,da Rosa da Prata,MA,Brasil,2024-07-03,Especie
594,Sabrina,Lima,Feminino,175.480.296-67,29,06,Teclado,3,200.0,600.0,60.0,Montenegro de Minas,RR,Brasil,2024-05-16,Debito
595,João Lucas,da Cruz,Masculino,592.143.687-91,24,08,HeadSet,1,250.0,250.0,25.0,da Costa,RO,Brasil,2024-08-07,PIX
596,José Pedro,Costa,Masculino,049.531.782-97,30,10,Suporte Monitor,2,150.0,300.0,30.0,Moraes de Carvalho,SC,Brasil,2024-05-14,PIX
597,Rodrigo,Costela,Masculino,048.975.213-60,41,08,HeadSet,3,250.0,750.0,75.0,Rocha de Borges,SE,Brasil,2024-02-13,Debito
598,Melina,Ramos,Feminino,213.479.865-37,55,02,Smartphone,1,2000.0,2000.0,200.0,Cardoso,MS,Brasil,2024-03-28,Especie
599,Lavínia,Porto,Feminino,840.976.351-66,25,08,HeadSet,3,250.0,750.0,75.0,Fonseca dos Dourados,RN,Brasil,2024-11-11,Credito
600,Benjamin,Macedo,Masculino,549.618.073-20,45,02,Smartphone,1,2000.0,2000.0,200.0,Pereira,RO,Brasil,2024-08-26,PIX
601,Letícia,Ribeiro,Feminino,980.256.473-74,50,09,Cadeira Gamer,2,900.0,1800.0,180.0,Rezende,TO,Brasil,2024-11-29,Credito
602,Sara,Moraes,Feminino,039.427.168-87,58,03,Tablet,1,3000.0,3000.0,300.0,Sousa,ES,Brasil,2024-10-23,Debito
603,Letícia,Aragão,Feminino,241.709.356-16,55,02,Smartphone,3,2000.0,6000.0,600.0,Sá,PB,Brasil,2024-03-13,PIX
604,Ravi Lucca,Ribeiro,Masculino,820.497.156-76,41,10,Suporte Monitor,3,150.0,450.0,45.0,Câmara do Campo,SC,Brasil,2024-06-13,PIX
605,Leonardo,da Rocha,Masculino,308.294.675-56,22,04,Impressora,3,800.0,2400.0,240.0,Cassiano,TO,Brasil,2024-01-01,Debito
606,Caio,Lima,Masculino,869.741.503-93,21,04,Impressora,3,800.0,2400.0,240.0,Campos do Campo,GO,Brasil,2024-03-11,Especie
607,Vitor,da Cunha,Masculino,531.284.906-51,34,06,Teclado,1,200.0,200.0,20.0,Ferreira das Flores,AP,Brasil,2024-04-25,Credito
608,Gabriela,Borges,Feminino,576.130.498-84,40,10,Suporte Monitor,1,150.0,150.0,15.0,Dias,MG,Brasil,2024-03-15,Especie
609,Maria Luísa,Albuquerque,Feminino,652.893.407-00,52,06,Teclado,2,200.0,400.0,40.0,Moreira do Oeste,MT,Brasil,2024-10-08,PIX
610,Valentina,Costela,Feminino,612.548.307-07,52,10,Suporte Monitor,3,150.0,450.0,45.0,Rios,AL,Brasil,2024-02-20,PIX
611,Lívia,Porto,Feminino,586.421.370-53,24,02,Smartphone,3,2000.0,6000.0,600.0,Costela,AM,Brasil,2024-07-17,PIX
612,Ryan,Araújo,Masculino,591.864.237-46,26,01,Notebook,2,3500.0,7000.0,700.0,Ribeiro do Oeste,PI,Brasil,2024-07-29,Especie
613,Bento,Alves,Masculino,561.382.479-73,35,09,Cadeira Gamer,3,900.0,2700.0,270.0,Silveira,TO,Brasil,2024-01-18,Debito
614,Maya,Nascimento,Feminino,701.286.495-85,57,06,Teclado,2,200.0,400.0,40.0,Aparecida Verde,MA,Brasil,2024-08-07,PIX
615,Lara,Nogueira,Feminino,426.501.783-53,35,06,Teclado,2,200.0,400.0,40.0,Albuquerque,SE,Brasil,2024-09-08,PIX
616,Luísa,Cardoso,Feminino,607.415.823-17,43,06,Teclado,3,200.0,600.0,60.0,Montenegro de da Luz,ES,Brasil,2024-10-20,Credito
617,Rodrigo,Martins,Masculino,684.503.291-24,53,10,Suporte Monitor,1,150.0,150.0,15.0,Guerra da Serra,SC,Brasil,2024-03-06,Credito
618,Maria Liz,Carvalho,Feminino,632.984.157-82,40,10,Suporte Monitor,2,150.0,300.0,30.0,Casa Grande,DF,Brasil,2024-01-23,PIX
619,Benício,Montenegro,Masculino,412.697.805-49,51,10,Suporte Monitor,1,150.0,150.0,15.0,Ramos do Amparo,ES,Brasil,2024-11-21,Especie
620,Apollo,Lopes,Masculino,528.469.301-98,38,07,Mouse,3,80.0,240.0,24.0,Santos Verde,GO,Brasil,2024-02-19,Especie
621,Ana Lívia,Silva,Feminino,980.136.724-50,56,05,Monitor,1,950.0,950.0,95.0,Fogaça Verde,ES,Brasil,2024-01-28,Credito
622,Raquel,Guerra,Feminino,097.143.258-97,24,04,Impressora,3,800.0,2400.0,240.0,Oliveira,TO,Brasil,2024-08-10,Especie
623,Rael,Melo,Masculino,142.596.708-67,18,10,Suporte Monitor,2,150.0,300.0,30.0,Lima de Vieira,BA,Brasil,2024-08-02,Especie
624,Danilo,Moreira,Masculino,368.479.210-13,59,01,Notebook,3,3500.0,10500.0,1050.0,Silva do Galho,BA,Brasil,2024-11-07,PIX
625,Otto,da Conceição,Masculino,825.960.341-15,54,10,Suporte Monitor,3,150.0,450.0,45.0,da Cruz,PA,Brasil,2024-08-23,Debito
626,Ryan,Costela,Masculino,463.812.759-28,18,07,Mouse,3,80.0,240.0,24.0,da Mota das Pedras,BA,Brasil,2024-02-07,Especie
627,Olivia,Rocha,Feminino,216.489.507-01,60,06,Teclado,2,200.0,400.0,40.0,Moraes de Fernandes,PE,Brasil,2024-01-21,Especie
628,Davi,Nogueira,Masculino,837.042.651-44,18,05,Monitor,1,950.0,950.0,95.0,Pires,SP,Brasil,2024-06-20,Especie
629,Marcela,Carvalho,Feminino,271.836.094-13,48,02,Smartphone,1,2000.0,2000.0,200.0,Porto do Campo,ES,Brasil,2024-05-04,Credito
630,Caroline,Moraes,Feminino,608.741.293-03,27,09,Cadeira Gamer,1,900.0,900.0,90.0,da Cruz,RJ,Brasil,2024-01-03,Credito
631,Alana,Sales,Feminino,905.476.231-43,22,06,Teclado,3,200.0,600.0,60.0,Dias,AL,Brasil,2024-09-01,PIX
632,Ravy,Pinto,Masculino,910.276.584-58,42,04,Impressora,3,800.0,2400.0,240.0,Farias de Pimenta,MT,Brasil,2024-11-16,Debito
633,Samuel,Moreira,Masculino,718.392.504-88,60,10,Suporte Monitor,1,150.0,150.0,15.0,Vasconcelos,SP,Brasil,2024-02-24,Especie
634,Yago,Ramos,Masculino,890.461.253-51,20,07,Mouse,2,80.0,160.0,16.0,Brito,MG,Brasil,2024-01-18,Credito
635,Manuella,Mendes,Feminino,603.521.984-51,44,03,Tablet,1,3000.0,3000.0,300.0,Ramos da Praia,GO,Brasil,2024-12-29,Especie
636,Otávio,Leão,Masculino,735.609.248-47,56,02,Smartphone,2,2000.0,4000.0,400.0,Pinto,RJ,Brasil,2024-06-25,PIX
637,Elisa,Peixoto,Feminino,791.204.356-06,43,07,Mouse,2,80.0,160.0,16.0,Rezende de Monteiro,SE,Brasil,2024-04-27,Especie
638,Ana Lívia,Fernandes,Feminino,895.017.326-30,35,06,Teclado,1,200.0,200.0,20.0,Lima,PA,Brasil,2024-03-16,Credito
639,João Guilherme,Pacheco,Masculino,638.179.204-31,35,05,Monitor,2,950.0,1900.0,190.0,Oliveira de Minas,MT,Brasil,2024-04-21,Especie
640,Gabriel,Mendonça,Masculino,083.679.142-87,29,04,Impressora,3,800.0,2400.0,240.0,Vargas,SE,Brasil,2024-03-22,Credito
641,Emanuella,Fonseca,Feminino,291.306.784-04,40,03,Tablet,3,3000.0,9000.0,900.0,Caldeira do Sul,MS,Brasil,2024-12-30,Debito
642,Raquel,Silva,Feminino,356.179.824-19,43,01,Notebook,1,3500.0,3500.0,350.0,Lima,RS,Brasil,2024-11-17,Debito
643,Lorenzo,Lima,Masculino,528.340.679-29,39,03,Tablet,3,3000.0,9000.0,900.0,Nunes,RS,Brasil,2024-01-09,Credito
644,Bruno,das Neves,Masculino,184.296.037-78,23,10,Suporte Monitor,3,150.0,450.0,45.0,Aragão do Sul,GO,Brasil,2024-09-17,Credito
645,Isabel,Ramos,Feminino,527.103.968-40,32,04,Impressora,3,800.0,2400.0,240.0,Gomes,AC,Brasil,2024-05-20,PIX
646,Catarina,Novaes,Feminino,754.621.098-49,20,02,Smartphone,3,2000.0,6000.0,600.0,Cunha Verde,RO,Brasil,2024-02-11,Especie
647,Sabrina,Jesus,Feminino,716.583.204-17,60,04,Impressora,1,800.0,800.0,80.0,Silva de Rios,SE,Brasil,2024-07-12,Credito
648,José Miguel,Vargas,Masculino,325.869.104-51,38,10,Suporte Monitor,2,150.0,300.0,30.0,Azevedo,DF,Brasil,2024-09-28,Debito
649,Gael,Marques,Masculino,691.783.502-12,42,03,Tablet,2,3000.0,6000.0,600.0,Abreu,CE,Brasil,2024-05-15,Credito
650,Emilly,Guerra,Feminino,973.481.052-97,18,10,Suporte Monitor,2,150.0,300.0,30.0,Campos,BA,Brasil,2024-12-29,PIX
651,Augusto,Silva,Masculino,802.951.476-01,24,09,Cadeira Gamer,2,900.0,1800.0,180.0,Pimenta do Oeste,AM,Brasil,2024-08-10,Especie
652,Ana Vitória,Vasconcelos,Feminino,802.769.153-21,45,08,HeadSet,2,250.0,500.0,50.0,Vargas da Prata,PR,Brasil,2024-12-20,Debito
653,Maria Julia,Novaes,Feminino,195.642.738-46,43,08,HeadSet,3,250.0,750.0,75.0,Montenegro,PA,Brasil,2024-10-28,PIX
654,João Felipe,da Cruz,Masculino,067.852.941-85,21,06,Teclado,3,200.0,600.0,60.0,Aparecida do Amparo,SP,Brasil,2024-05-22,PIX
655,Isis,Leão,Feminino,452.163.709-43,27,07,Mouse,3,80.0,240.0,24.0,Rezende do Sul,MA,Brasil,2024-08-17,Credito
656,Manuella,das Neves,Feminino,415.026.873-80,42,06,Teclado,3,200.0,600.0,60.0,Vieira Grande,CE,Brasil,2024-09-11,Especie
657,Antonella,Camargo,Feminino,068.751.932-21,32,05,Monitor,3,950.0,2850.0,285.0,da Rocha,PA,Brasil,2024-02-03,Debito
658,Laura,Cirino,Feminino,683.452.710-90,59,09,Cadeira Gamer,3,900.0,2700.0,270.0,Porto,SE,Brasil,2024-07-12,Especie
659,Luiz Fernando,Costa,Masculino,024.156.397-61,32,08,HeadSet,1,250.0,250.0,25.0,Barbosa,BA,Brasil,2024-09-05,Debito
660,Diogo,Souza,Masculino,912.483.567-64,21,09,Cadeira Gamer,3,900.0,2700.0,270.0,Caldeira,AC,Brasil,2024-10-15,PIX
661,Marcos Vinicius,Viana,Masculino,086.724.135-71,49,05,Monitor,1,950.0,950.0,95.0,Dias,AC,Brasil,2024-09-19,Credito
662,Luiz Gustavo,Cirino,Masculino,968.271.043-03,45,10,Suporte Monitor,1,150.0,150.0,15.0,Moraes da Prata,AP,Brasil,2024-12-28,Debito
663,Luiz Henrique,Porto,Masculino,158.609.732-68,43,04,Impressora,1,800.0,800.0,80.0,Sousa das Pedras,TO,Brasil,2024-09-05,PIX
664,Clarice,Lima,Feminino,632.107.948-04,51,05,Monitor,3,950.0,2850.0,285.0,Mendes de Fogaça,AP,Brasil,2024-08-26,Credito
665,Pedro Henrique,Costa,Masculino,108.496.523-24,23,06,Teclado,2,200.0,400.0,40.0,Pinto das Pedras,MS,Brasil,2024-09-12,Credito
666,Maria Fernanda,Porto,Feminino,625.713.089-12,45,10,Suporte Monitor,2,150.0,300.0,30.0,Silva,RS,Brasil,2024-03-29,PIX
667,Emanuel,Garcia,Masculino,746.082.319-87,53,02,Smartphone,2,2000.0,4000.0,400.0,Santos do Campo,SC,Brasil,2024-08-08,Credito
668,Lucas Gabriel,Nascimento,Masculino,528.340.671-71,49,05,Monitor,2,950.0,1900.0,190.0,Martins,PA,Brasil,2024-07-04,Especie
669,Luiz Felipe,Monteiro,Masculino,491.267.083-96,51,02,Smartphone,2,2000.0,4000.0,400.0,Oliveira do Campo,SE,Brasil,2024-02-13,Especie
670,Noah,Nunes,Masculino,410.387.926-22,36,05,Monitor,2,950.0,1900.0,190.0,Nascimento,SP,Brasil,2024-05-25,PIX
671,Maria Vitória,Araújo,Feminino,438.765.290-00,46,03,Tablet,1,3000.0,3000.0,300.0,da Luz,RN,Brasil,2024-05-24,Credito
672,Ágatha,Marques,Feminino,147.859.026-20,18,01,Notebook,1,3500.0,3500.0,350.0,Novaes do Amparo,MA,Brasil,2024-01-11,Especie
673,Isabel,Caldeira,Feminino,148.270.936-87,56,07,Mouse,1,80.0,80.0,8.0,Vasconcelos Grande,PE,Brasil,2024-07-04,PIX
674,Marcela,Duarte,Feminino,401.735.962-07,34,01,Notebook,3,3500.0,10500.0,1050.0,Aparecida Grande,PB,Brasil,2024-04-07,Especie
675,Joana,Mendes,Feminino,965.214.708-76,59,10,Suporte Monitor,1,150.0,150.0,15.0,Azevedo,PI,Brasil,2024-08-20,PIX
676,Eloah,Moura,Feminino,862.301.459-60,51,01,Notebook,1,3500.0,3500.0,350.0,Sampaio Alegre,RR,Brasil,2024-05-17,Especie
677,Ana,Garcia,Feminino,294.631.507-06,35,08,HeadSet,3,250.0,750.0,75.0,Pacheco de Macedo,RR,Brasil,2024-08-26,Credito
678,Maria Laura,Mendes,Feminino,469.271.580-49,52,02,Smartphone,2,2000.0,4000.0,400.0,da Cruz,SP,Brasil,2024-10-09,PIX
679,Benicio,Lopes,Masculino,312.780.596-95,57,07,Mouse,3,80.0,240.0,24.0,Costa de Silveira,RN,Brasil,2024-09-17,Credito
680,Léo,Campos,Masculino,637.954.802-56,53,10,Suporte Monitor,3,150.0,450.0,45.0,Pinto,MG,Brasil,2024-08-13,Especie
681,Theodoro,das Neves,Masculino,950.283.647-29,20,10,Suporte Monitor,1,150.0,150.0,15.0,Pacheco de Nunes,AP,Brasil,2024-09-06,PIX
682,Pedro Miguel,Macedo,Masculino,982.315.607-77,42,04,Impressora,2,800.0,1600.0,160.0,Montenegro do Sul,PB,Brasil,2024-05-19,Especie
683,Julia,Barros,Feminino,054.613.298-70,38,02,Smartphone,3,2000.0,6000.0,600.0,Caldeira,TO,Brasil,2024-06-28,PIX
684,Sabrina,da Conceição,Feminino,687.342.915-55,21,10,Suporte Monitor,1,150.0,150.0,15.0,da Cruz de Porto,BA,Brasil,2024-09-06,PIX
685,Vitor Hugo,Fernandes,Masculino,964.325.187-09,33,02,Smartphone,2,2000.0,4000.0,400.0,Montenegro,PE,Brasil,2024-10-28,Credito
686,Thiago,Cardoso,Masculino,495.302.867-83,54,02,Smartphone,1,2000.0,2000.0,200.0,Moraes,ES,Brasil,2024-05-28,Credito
687,Júlia,Costa,Feminino,489.670.531-93,37,04,Impressora,1,800.0,800.0,80.0,Albuquerque,SC,Brasil,2024-05-20,Debito
688,Liam,Brito,Masculino,768.915.230-95,20,05,Monitor,1,950.0,950.0,95.0,Moreira Paulista,TO,Brasil,2024-09-17,PIX
689,Vitória,da Conceição,Feminino,803.145.672-08,29,07,Mouse,1,80.0,80.0,8.0,Sampaio da Praia,CE,Brasil,2024-02-23,PIX
690,Aylla,Dias,Feminino,047.368.152-80,45,10,Suporte Monitor,1,150.0,150.0,15.0,Pires de Minas,SE,Brasil,2024-12-30,Especie
691,Rafael,da Rosa,Masculino,905.148.326-06,36,01,Notebook,3,3500.0,10500.0,1050.0,Cardoso,RN,Brasil,2024-01-26,PIX
692,Igor,Castro,Masculino,380.945.267-00,19,02,Smartphone,3,2000.0,6000.0,600.0,Machado,PR,Brasil,2024-04-24,Debito
693,Jade,Nogueira,Feminino,791.045.268-30,18,07,Mouse,1,80.0,80.0,8.0,Machado,TO,Brasil,2024-10-06,Especie
694,Bernardo,Sá,Masculino,954.062.187-94,25,03,Tablet,2,3000.0,6000.0,600.0,Jesus,RJ,Brasil,2024-01-19,Debito
695,Manuella,Cassiano,Feminino,895.147.603-01,29,10,Suporte Monitor,3,150.0,450.0,45.0,Carvalho do Amparo,MS,Brasil,2024-08-22,Especie
696,Nicole,Leão,Feminino,752.430.968-65,33,06,Teclado,1,200.0,200.0,20.0,Aragão,PR,Brasil,2024-10-28,Especie
697,Theodoro,Pimenta,Masculino,178.540.632-90,28,03,Tablet,1,3000.0,3000.0,300.0,Souza,PA,Brasil,2024-12-08,Especie
698,Lucca,Fogaça,Masculino,684.975.102-67,52,10,Suporte Monitor,3,150.0,450.0,45.0,Macedo Alegre,RO,Brasil,2024-07-04,Especie
699,Eloah,Farias,Feminino,395.027.864-83,48,06,Teclado,3,200.0,600.0,60.0,Teixeira,BA,Brasil,2024-01-06,Debito
700,Nathan,Melo,Masculino,765.023.194-16,35,02,Smartphone,1,2000.0,2000.0,200.0,Ramos,MS,Brasil,2024-09-22,Credito
701,Milena,Rezende,Feminino,316.290.874-40,34,07,Mouse,3,80.0,240.0,24.0,Moura,AP,Brasil,2024-05-30,Credito
702,Otávio,Machado,Masculino,703.295.614-99,26,01,Notebook,2,3500.0,7000.0,700.0,Araújo,BA,Brasil,2024-07-13,Credito
703,Aurora,Mendonça,Feminino,049.283.567-56,46,10,Suporte Monitor,3,150.0,450.0,45.0,da Conceição da Serra,PI,Brasil,2024-12-01,Especie
704,Theodoro,Barros,Masculino,315.872.469-37,41,08,HeadSet,3,250.0,750.0,75.0,Pacheco,SE,Brasil,2024-02-28,Debito
705,Letícia,Nogueira,Feminino,619.053.842-89,33,08,HeadSet,3,250.0,750.0,75.0,Barros,GO,Brasil,2024-06-14,Especie
706,Daniela,Duarte,Feminino,093.268.417-31,23,03,Tablet,1,3000.0,3000.0,300.0,Cunha do Sul,AP,Brasil,2024-07-31,Debito
707,Rodrigo,Barros,Masculino,931.642.087-31,49,02,Smartphone,1,2000.0,2000.0,200.0,Fogaça de Pires,PR,Brasil,2024-11-17,Debito
708,Erick,Barros,Masculino,918.672.430-40,42,01,Notebook,3,3500.0,10500.0,1050.0,Novaes de Azevedo,BA,Brasil,2024-11-06,Credito
709,Léo,Andrade,Masculino,574.036.129-06,24,09,Cadeira Gamer,1,900.0,900.0,90.0,Vasconcelos,PA,Brasil,2024-06-20,PIX
710,Sophie,da Rosa,Feminino,609.875.124-20,39,09,Cadeira Gamer,2,900.0,1800.0,180.0,Sampaio,RN,Brasil,2024-05-12,Especie
711,Emilly,Peixoto,Feminino,805.461.732-17,55,01,Notebook,1,3500.0,3500.0,350.0,Costa,AP,Brasil,2024-11-23,Credito
712,Melina,Cirino,Feminino,934.016.285-42,55,04,Impressora,1,800.0,800.0,80.0,Lima,AP,Brasil,2024-06-24,Credito
713,Benjamin,Barbosa,Masculino,612.850.739-59,39,03,Tablet,1,3000.0,3000.0,300.0,Dias,RO,Brasil,2024-01-07,Credito
714,Heloisa,Vieira,Feminino,803.127.569-68,42,10,Suporte Monitor,3,150.0,450.0,45.0,da Cunha,AL,Brasil,2024-04-02,Credito
715,Luiz Otávio,Sousa,Masculino,856.372.910-12,21,10,Suporte Monitor,3,150.0,450.0,45.0,Moraes de Minas,RR,Brasil,2024-10-23,Credito
716,Beatriz,Freitas,Feminino,924.138.765-37,41,10,Suporte Monitor,1,150.0,150.0,15.0,da Mota do Sul,MG,Brasil,2024-02-20,Debito
717,Anna Liz,Andrade,Feminino,329.685.174-73,48,01,Notebook,3,3500.0,10500.0,1050.0,Souza de Guerra,MG,Brasil,2024-08-10,Credito
718,Alexia,Silva,Feminino,413.785.026-71,20,03,Tablet,3,3000.0,9000.0,900.0,Rocha,PI,Brasil,2024-12-24,Credito
